693.908,737.289
693.903,737.267
693.908,737.207
693.91,737.165
693.917,737.167
693.915,737.216
693.907,737.178
693.917,737.179
693.926,737.27
693.921,737.305
693.928,737.368
693.923,737.383
693.932,737.497
693.932,737.61
693.929,737.627
693.935,737.738
693.936,737.845
693.933,737.954
693.94,738.027
693.944,738.108
693.945,738.273
693.956,738.354
693.948,738.426
693.955,738.574
693.952,738.692
693.955,738.828
693.958,738.899
693.964,739.026
693.96,739.191
693.961,739.272
693.966,739.402
693.966,739.496
693.979,739.642
693.971,739.755
693.974,739.817
693.981,739.977
693.98,740.077
693.984,740.15
693.979,740.263
693.985,740.348
693.992,740.486
693.987,740.53
693.987,740.609
693.989,740.724
693.991,740.776
693.993,740.847
693.992,740.906
694.004,740.977
694,741.067
693.998,741.07
693.993,741.149
694.002,741.196
694.002,741.239
694.001,741.284
694,741.298
694.002,741.389
694.005,741.395
694.001,741.416
694.002,741.475
694.001,741.485
693.997,741.528
694,741.523
694.01,741.547
694,741.593
694.004,741.576
694.006,741.613
694.001,741.605
694,741.625
694.003,741.643
694,741.612
694.002,741.652
693.999,741.645
694.005,741.646
694.004,741.652
694.001,741.616
694.005,741.648
694.002,741.619
694.002,741.609
694.002,741.637
694,741.59
693.992,741.605
694.002,741.571
694.004,741.567
694.001,741.577
694.003,741.519
694.002,741.537
694.002,741.504
694.008,741.485
694.008,741.499
694,741.459
693.998,741.481
693.998,741.448
693.999,741.433
694.003,741.452
693.996,741.414
693.998,741.42
693.997,741.398
694.003,741.388
693.999,741.408
694.003,741.35
694.001,741.383
694.003,741.372
693.995,741.343
694,741.366
694.007,741.326
693.996,741.349
694.002,741.337
694.004,741.301
694,741.322
694.003,741.287
694.001,741.303
694,741.282
694.005,741.263
693.997,741.296
693.993,741.24
694.001,741.276
693.999,741.266
694.003,741.248
694.006,741.275
693.997,741.231
693.991,741.26
694.002,741.249
694.002,741.228
693.998,741.257
693.999,741.226
694.005,741.238
693.995,741.227
694.003,741.206
694.005,741.239
694.006,741.184
693.997,741.2
693.996,741.215
694,741.178
693.993,741.22
694.005,741.185
694.002,741.201
694.001,741.182
693.999,741.156
693.993,741.187
693.997,741.155
694,741.178
694.002,741.169
694,741.141
694.011,741.177
694.004,741.154
693.988,741.159
693.999,741.161
693.992,741.147
693.999,741.181
694.005,741.124
693.999,741.145
693.992,741.14
693.994,741.123
693.998,741.156
694.001,741.137
693.995,741.139
694.003,741.131
694.001,741.105
693.995,741.135
693.996,741.115
693.996,741.131
693.995,741.13
694.001,741.105
693.994,741.146
693.995,741.105
693.995,741.125
693.992,741.132
694,741.109
693.992,741.139
693.987,741.101
694,741.111
693.995,741.126
693.998,741.089
694,741.115
693.998,741.082
693.989,741.086
693.997,741.087
694.003,741.073
693.997,741.09
693.99,741.063
693.992,741.101
693.996,741.095
693.998,741.07
693.982,741.088
693.994,741.076
693.984,741.087
693.998,741.09
693.987,741.057
693.994,741.105
693.995,741.065
693.994,741.081
694.004,741.083
694.001,741.061
694.001,741.08
693.99,741.05
693.991,741.067
693.996,741.079
694.004,741.042
694.004,741.045
693.988,741.041
693.988,741.062
693.994,741.057
693.993,741.06
694.005,741.073
694.002,741.053
693.997,741.046
693.996,741.037
693.982,741.042
693.998,741.074
693.996,741.046
693.996,741.047
694,741.072
694.006,741.035
694,741.047
693.997,741.039
693.999,741.06
694,741.069
694.007,741.026
693.989,741.054
693.988,741.037
693.989,741.063
694,741.056
693.995,741.011
693.987,741.053
693.985,741.028
693.988,741.047
694.001,741.056
693.996,741.015
694.003,741.049
693.99,741.02
693.997,741.026
693.99,741.036
693.991,741.016
693.993,741.053
694.003,741.033
694.005,741.014
693.989,741.013
693.99,741.009
694.002,741.054
694.01,741.014
693.995,741.005
693.996,741.019
693.988,741.015
693.989,741.051
694.011,741.015
693.998,741.002
694.005,741.033
694,740.998
693.998,741.022
693.991,741.005
694.007,741.003
693.986,741.033
693.995,740.996
693.996,741.038
694.007,741.012
693.999,741.004
693.989,741.032
694.001,740.997
693.996,741.015
693.983,741
693.984,741.007
694.001,741.027
693.999,740.989
693.982,741.016
693.972,740.997
693.988,740.99
694.007,741.027
693.989,740.982
693.986,741.023
693.984,740.995
693.988,740.981
693.99,741.004
693.981,740.98
693.984,741.03
693.995,740.992
693.988,740.973
693.973,741.008
693.994,740.978
693.99,741.004
694.001,740.983
693.995,740.972
693.999,740.999
693.997,740.975
693.992,741.004
693.979,740.987
693.99,740.985
693.975,741.006
693.975,740.966
693.983,741.002
693.986,740.979
693.993,740.969
693.999,740.994
693.998,740.984
693.993,741.003
693.978,740.994
693.979,740.957
693.996,740.997
693.999,740.965
693.991,740.986
693.998,740.98
694.002,740.991
693.999,740.994
693.997,740.982
693.998,740.998
693.997,740.993
693.995,740.993
693.977,740.998
693.979,740.953
693.99,740.97
694.008,740.946
693.996,740.976
693.998,740.992
693.992,740.983
693.982,740.99
693.97,740.973
693.981,740.944
694.003,740.972
693.991,740.953
693.993,740.963
693.994,740.943
693.996,740.971
693.97,740.98
693.99,740.949
693.996,740.988
694.005,740.959
693.992,740.956
693.98,740.991
693.984,740.955
693.997,740.986
693.988,740.975
693.983,740.936
693.976,740.986
693.98,740.937
693.988,740.945
693.997,740.926
693.991,740.951
693.98,740.961
693.994,740.918
693.984,740.944
693.997,740.931
693.985,740.936
693.976,740.988
693.98,740.945
693.976,740.954
693.976,740.956
693.975,740.903
693.989,740.97
693.978,740.919
693.967,740.927
693.989,740.932
693.984,740.934
694.002,740.953
693.986,740.922
693.992,740.962
693.994,740.943
693.996,740.942
693.998,740.965
693.987,740.945
693.992,740.958
693.971,740.964
693.969,740.901
693.976,740.939
693.986,740.911
693.994,740.971
693.981,740.973
693.998,740.939
693.979,740.977
693.989,740.927
693.985,740.936
693.98,740.956
693.971,740.896
693.998,740.937
693.983,740.9
693.975,740.917
693.98,740.915
693.983,740.912
693.976,740.962
693.988,740.936
693.992,740.942
694.002,740.93
693.992,740.931
693.999,740.961
693.981,740.921
693.97,740.91
693.99,740.91
693.985,740.894
693.997,740.952
693.979,740.936
693.971,740.907
693.98,740.906
693.987,740.894
693.973,740.943
693.984,740.929
693.994,740.942
693.983,740.901
693.97,740.892
693.991,740.928
693.982,740.913
693.998,740.953
693.992,740.935
693.988,740.918
693.978,740.943
693.981,740.908
693.978,740.89
693.987,740.896
693.994,740.91
694.003,740.938
693.986,740.912
693.973,740.902
693.979,740.933
693.983,740.881
693.968,740.911
693.99,740.885
693.987,740.915
693.99,740.904
693.989,740.901
694.003,740.932
693.985,740.903
694.005,740.922
693.973,740.922
693.977,740.875
693.966,740.899
693.99,740.881
693.992,740.903
693.999,740.916
693.994,740.869
693.985,740.926
693.986,740.888
693.972,740.889
693.988,740.882
693.981,740.877
693.989,740.91
693.986,740.877
693.985,740.896
693.992,740.896
693.982,740.865
694.003,740.886
693.974,740.852
693.998,740.842
693.98,740.858
693.977,740.786
693.99,740.809
693.986,740.753
693.977,740.693
693.978,740.649
693.965,740.551
693.985,740.511
693.974,740.385
693.961,740.279
693.964,740.143
693.954,740.009
693.968,739.925
